amount_of_players;round_result;MO;bank;real_x
22;143.18;1.885;624.87;1.4
23;39.49;1.883;100.3;1.32
21;222.15;1.881;324.43;1.26
21;30.11;1.879;39.85;3.0
20;-70.59;1.883;90.24;3.0
21;-86.28;1.887;59.23;1.81
23;76.27;1.886;91.38;1.03
22;369.77;1.883;370.64;1.42
21;154.56;1.882;178.36;3.0
25;-109.43;1.886;159.87;2.33
25;427.85;1.887;506.46;2.36
21;-28.49;1.889;187.14;1.01
21;68.31;1.886;68.31;1.05
25;212.37;1.883;212.37;1.36
22;334.52;1.881;758.34;3.0
23;-182.06;1.885;233.78;1.14
24;138.2;1.883;192.41;1.57
22;30.45;1.882;68.34;1.45
23;85.9;1.88;107.16;1.05
23;64.42;1.877;66.32;3.0
26;-3.53;1.881;105.95;1.0
21;65.53;1.878;65.53;1.02
25;88.8;1.875;94.02;1.03
24;439.99;1.872;439.99;2.04
23;12.41;1.873;49.68;1.2
26;476.6;1.871;481.99;1.04
24;302.22;1.868;302.76;1.03
22;252.11;1.865;252.11;3.0
26;-100.95;1.869;98.99;1.0
22;282.71;1.866;282.71;1.61
24;-130.58;1.865;506.75;1.0
24;62.75;1.862;62.75;3.0
22;-31.42;1.866;38.0;1.0
21;46.35;1.863;46.35;1.39
21;30.76;1.862;56.05;3.0
22;55.42;1.865;122.21;1.0
21;226.09;1.863;226.09;3.0
25;-54.26;1.866;68.75;1.08
21;279.04;1.864;279.79;1.54
21;-26.89;1.863;376.09;1.46
23;45.69;1.861;54.73;1.05
21;385.2;1.859;385.2;3.0
22;-37.75;1.863;74.96;3.0
22;-67.16;1.866;86.7;3.0
23;-1671.82;1.87;539.33;3.0
19;-33.24;1.873;54.09;1.43
22;127.83;1.872;140.67;3.0
25;-27.56;1.875;75.42;2.17
25;64.14;1.876;223.05;1.08
22;66.81;1.874;77.43;1.52
24;0.33;1.873;159.16;1.06
22;183.52;1.87;183.52;1.17
22;136.04;1.868;145.91;3.0
21;-242.87;1.872;116.46;2.41
22;22.45;1.873;48.65;3.0
22;-27.74;1.877;74.53;2.41
23;-397.07;1.878;467.18;3.0
23;5.03;1.881;114.02;1.12
22;56.02;1.879;225.62;1.0
20;52.96;1.877;52.96;2.74
23;-41.52;1.879;307.12;3.0
23;-28.15;1.882;61.13;1.28
24;127.19;1.881;156.13;1.76
23;35.61;1.88;46.08;1.17
23;91.53;1.878;96.79;1.0
22;149.56;1.876;149.56;3.0
22;-117.15;1.879;110.93;1.06
24;48.71;1.877;101.48;1.0
21;92.95;1.874;92.95;3.0
25;-70.88;1.877;50.9;1.65
25;37.2;1.877;50.87;3.0
20;-29.9;1.88;274.46;1.74
25;29.82;1.879;109.75;1.82
24;460.06;1.879;490.85;3.0
23;-537.09;1.882;480.92;3.0
23;-411.41;1.885;207.03;1.01
22;55.14;1.883;55.14;1.14
24;67.5;1.881;83.0;1.13
26;36.81;1.879;93.82;1.05
22;471.19;1.876;472.18;1.51
23;186.71;1.875;206.53;3.0
23;-85.56;1.879;55.1;1.54
23;54.21;1.877;78.21;3.0
22;-68.66;1.881;65.13;1.0
25;84.43;1.878;84.43;1.02
21;86.54;1.876;86.54;1.83
24;64.51;1.876;118.45;1.12
24;72.58;1.873;81.37;1.04
26;120.97;1.871;120.97;1.42
23;62.54;1.87;94.76;1.0
25;122.05;1.867;122.05;1.07
25;48.75;1.865;53.99;1.07
23;126.0;1.863;126.78;1.0
22;363.42;1.861;363.42;3.0
24;-137.43;1.864;113.25;1.23
25;144.37;1.862;164.56;2.65
22;-130.77;1.864;181.43;1.98
26;149.42;1.865;189.18;2.25
23;-2.03;1.866;53.56;2.14
23;49.87;1.866;108.31;1.47
22;165.6;1.865;240.33;1.0
23;137.28;1.863;137.28;1.93
21;37.85;1.863;61.56;1.0
23;251.14;1.861;251.14;1.04
22;170.21;1.859;171.01;1.0
23;83.87;1.856;83.87;1.01
23;105.51;1.854;105.51;3.0
26;67.16;1.857;346.77;1.56
21;11.9;1.856;40.65;1.08
23;33.4;1.854;36.09;1.55
23;251.89;1.854;289.22;1.04
26;72.19;1.852;72.19;1.66
23;29.8;1.851;119.72;3.0
25;-71.94;1.854;183.73;1.06
24;93.12;1.852;93.12;2.16
21;-93.77;1.853;167.49;1.29
22;37.86;1.852;55.46;3.0
21;-34.58;1.855;76.33;1.2
25;31.6;1.853;55.43;3.0
24;-47.62;1.856;80.3;1.78
24;191.23;1.856;342.29;3.0
24;-412.66;1.859;298.87;1.0
23;172.16;1.856;172.16;1.0
21;41.35;1.854;41.35;1.23
24;342.85;1.853;347.43;2.16
24;-151.18;1.854;197.05;3.0
22;-362.08;1.856;206.44;1.92
24;36.59;1.856;76.73;1.9
24;43.91;1.857;85.01;1.49
22;130.23;1.856;136.25;2.12
23;-186.4;1.856;232.34;1.03
25;44.54;1.854;59.28;1.02
24;216.68;1.852;216.68;1.04
22;103.75;1.85;103.75;3.0
23;95.3;1.853;280.12;1.23
22;110.64;1.851;206.2;1.07
22;114.26;1.85;116.92;1.01
24;182.13;1.847;182.13;1.31
21;-23.0;1.846;553.56;3.0
21;-50.05;1.849;99.09;3.0
22;-452.37;1.852;339.66;1.04
21;57.99;1.85;57.99;1.03
24;48.04;1.848;48.04;1.47
22;210.23;1.847;212.6;2.11
25;12.45;1.847;77.93;3.0
21;-177.27;1.85;257.98;1.02
21;111.55;1.848;111.55;3.0
21;-396.26;1.851;475.85;1.06
21;50.45;1.849;53.73;3.0
22;-28.76;1.852;35.55;1.95
22;57.13;1.852;94.28;1.05
24;63.11;1.85;73.39;1.03
23;86.1;1.848;87.34;3.0
23;-330.06;1.851;258.99;1.04
22;74.02;1.849;74.02;1.08
26;205.39;1.847;231.94;3.0
25;-20.27;1.85;89.08;3.0
22;-131.64;1.852;103.96;2.31
23;-17.02;1.853;113.78;1.0
23;93.7;1.851;93.7;2.02
16;47.15;1.0;48.53;1.01
20;50.31;1.05;51.67;1.07
17;8.55;1.067;19.43;1.15
24;34.28;1.2;78.4;1.63
18;-4.97;1.34;40.34;1.93
25;61.6;1.283;61.6;1.03
21;-299.81;3.0;149.5;3.0
24;51.1;2.2;443.63;1.37
20;-800.29;2.467;453.39;3.0
20;110.46;2.1;110.46;1.03
19;30.08;1.94;56.27;1.28
22;-134.0;2.117;96.63;3.0
24;-286.0;2.243;253.13;3.0
16;-7.98;2.337;50.84;3.0
23;-5.41;2.411;88.39;3.0
23;-176.78;2.47;99.47;3.0
21;59.68;2.418;83.33;1.95
23;331.73;2.308;331.73;1.11
24;79.22;2.215;100.77;1.09
25;-12.87;2.271;135.35;3.0
20;340.27;2.193;358.19;1.14
18;89.22;2.181;111.11;2.03
23;-76.17;2.229;94.24;3.0
18;36.68;2.167;36.68;1.06
20;44.5;2.126;81.32;1.39
24;40.5;2.08;67.13;1.17
21;-25.89;2.124;95.54;3.0
21;-85.73;2.164;235.52;3.0
21;-38.99;2.2;95.14;3.0
24;88.84;2.15;88.84;1.04
18;-26.19;2.184;39.3;3.0
22;93.29;2.138;94.7;1.04
18;-13.41;2.17;83.63;3.0
16;83.08;2.129;84.65;1.04
24;-46.11;2.159;58.8;3.0
20;-23.56;2.173;76.85;2.65
18;32.64;2.135;32.64;1.04
20;39.55;2.116;118.11;1.52
25;-341.3;2.139;310.93;2.88
20;31.34;2.115;90.31;1.28
17;64.42;2.083;64.42;1.03
17;92.18;2.056;120.1;1.12
22;50.4;2.038;54.62;1.4
17;93.72;2.011;93.72;1.0
22;-106.48;2.036;100.77;3.0
20;-138.79;2.037;381.35;2.14
23;-168.64;2.061;109.63;3.0
24;-34.8;2.067;88.38;2.26
17;160.5;2.044;177.31;1.14
20;-168.4;2.039;413.47;1.75
23;208.98;2.024;393.52;1.35
17;99.92;2.002;100.92;1.01
18;18.53;1.996;134.65;1.68
16;7.71;1.994;96.96;1.85
24;102.51;1.986;115.71;1.64
20;-103.63;2.006;80.89;3.0
16;314.35;1.986;314.35;1.04
17;-49.14;2.006;35.78;3.0
20;85.09;1.992;102.49;1.31
23;-21.83;2.011;86.36;3.0
18;16.77;2.002;31.46;1.47
22;-860.39;2.02;300.76;3.0
20;132.55;2.002;132.55;1.02
16;92.28;1.986;92.28;1.09
17;-736.47;2.003;222.47;3.0
24;66.25;1.993;74.3;1.42
19;242.12;1.977;242.12;1.0
25;62.87;1.961;63.49;1.02
20;33.84;1.948;77.3;1.14
23;51.78;1.934;73.95;1.14
24;138.08;1.928;152.86;1.46
20;57.9;1.914;57.9;1.0
22;176.39;1.909;421.94;1.55
22;64.37;1.901;73.66;1.4
18;-52.89;1.917;52.3;3.0
23;76.38;1.906;76.38;1.05
16;31.3;1.893;31.3;1.0
17;-0.45;1.908;49.66;2.95
20;196.43;1.896;196.43;1.01
23;-41.62;1.909;91.59;2.86
26;75.09;1.899;76.79;1.09
22;44.02;1.887;44.02;1.0
19;133.08;1.875;133.08;1.0
25;18.67;1.871;243.47;1.5
16;31.43;1.885;59.76;3.0
20;140.8;1.874;140.8;1.0
19;3.73;1.886;31.05;2.93
20;-103.18;1.9;56.37;3.0
21;-645.38;1.913;312.17;3.0
24;-47.72;1.926;186.18;3.0
22;52.04;1.915;52.04;1.02
22;18.9;1.908;43.81;1.26
24;63.39;1.9;70.44;1.18
17;135.26;1.893;202.73;1.34
18;313.57;1.885;313.57;1.24
24;472.2;1.881;550.79;1.48
23;-12.82;1.893;58.48;3.0
22;13.66;1.889;65.58;1.54
17;234.47;1.881;234.47;1.08
16;-57.96;1.893;33.82;3.0
22;66.92;1.892;90.91;1.84
22;19.11;1.898;51.41;2.54
24;-53.03;1.909;45.01;3.0
16;0.98;1.914;28.01;2.43
21;182.75;1.905;186.91;1.02
20;-134.56;1.916;137.7;3.0
17;-0.24;1.918;42.94;2.1
17;47.53;1.909;48.16;1.03
19;-71.3;1.919;56.69;3.0
20;73.71;1.911;73.71;1.03
17;25.27;1.902;25.27;1.0
21;37.39;1.899;51.23;1.55
16;19.22;1.899;69.99;1.94
16;-22.0;1.909;33.73;3.0
24;-76.16;1.919;391.13;3.0
23;-4.09;1.927;54.03;2.81
16;59.59;1.919;59.59;1.04
24;-166.17;1.929;184.99;3.0
16;22.19;1.92;22.19;1.01
17;111.8;1.912;111.8;1.0
16;-60.53;1.917;118.72;2.55
19;69.51;1.914;80.92;1.49
17;71.5;1.906;71.5;1.0
23;225.8;1.898;225.8;1.01
23;-273.36;1.908;448.86;3.0
16;55.28;1.9;55.28;1.04
24;179.66;1.893;179.66;1.02
20;-13.01;1.898;57.3;2.5
19;49.75;1.898;95.45;1.93
17;517.81;1.891;522.09;1.13
24;-85.52;1.9;258.5;3.0
18;45.99;1.898;61.89;1.58
22;83.64;1.891;83.64;1.06
21;-130.88;1.9;147.48;3.0
24;-65.05;1.909;146.41;3.0
19;-197.22;1.917;135.66;3.0
19;18.29;1.919;69.37;2.17
25;83.06;1.918;194.52;1.77
19;49.23;1.917;59.19;1.78
19;261.71;1.911;268.37;1.14
23;100.93;1.905;108.25;1.1
20;-54.74;1.913;58.83;3.0
17;92.29;1.907;92.29;1.0
25;27.28;1.904;302.77;1.55
21;30.12;1.904;250.43;1.88
19;26.52;1.903;80.54;1.73
17;215.59;1.899;263.23;1.27
20;99.18;1.894;114.47;1.24
17;33.11;1.893;99.46;1.83
20;81.85;1.888;81.85;1.05
21;331.98;1.895;508.37;3.0
22;160.7;1.889;161.23;1.04
21;24.41;1.886;35.78;1.49
18;53.44;1.887;137.52;2.05
20;51.87;1.883;81.59;1.18
24;302.5;1.877;304.26;1.09
16;-127.27;1.885;423.56;3.0
16;378.56;1.886;431.09;2.05
23;51.7;1.883;98.95;1.54
16;-556.04;1.89;49.71;3.0
20;260.86;1.885;262.68;1.02
20;97.93;1.879;97.93;1.04
20;124.05;1.878;145.07;1.74
24;-274.55;1.885;383.64;3.0
20;96.58;1.884;131.48;1.7
19;103.85;1.878;103.85;1.03
18;291.34;1.876;457.11;1.59
16;26.86;1.872;35.71;1.08
23;-217.05;1.879;229.89;3.0
17;-34.3;1.885;29.33;3.0
20;64.77;1.88;64.77;1.03
19;-92.91;1.887;76.1;3.0
20;71.67;1.893;142.62;3.0
20;9.09;1.893;42.17;1.95
21;25.43;1.891;91.25;1.46
20;-139.19;1.898;125.47;3.0
23;116.0;1.892;122.12;1.03
18;-99.85;1.899;79.86;3.0
22;91.33;1.904;142.77;2.75
18;73.52;1.899;102.3;1.09
18;-235.28;1.906;51.57;3.0
26;15.0;1.905;105.16;1.81
25;59.58;1.901;97.47;1.1
24;93.5;1.899;131.11;1.68
19;44.25;1.895;54.99;1.1
21;295.44;1.89;295.44;1.0
23;-52.45;1.891;147.67;2.06
17;63.57;1.89;83.95;1.56
24;93.38;1.888;129.28;1.63
20;114.58;1.883;114.58;1.0
24;339.57;1.881;366.47;1.4
23;-45.67;1.884;185.65;2.62
22;81.83;1.88;94.31;1.01
21;300.53;1.879;331.05;1.67
22;82.27;1.874;95.0;1.02
20;315.4;1.87;320.47;1.05
22;138.3;1.866;150.01;1.1
16;36.45;1.863;37.5;1.28
24;79.77;1.859;79.77;1.0
17;-130.99;1.864;156.62;3.0
17;-104.12;1.87;42.8;3.0
22;123.83;1.868;134.87;1.5
16;47.41;1.864;47.41;1.03
18;-49.48;1.87;80.5;3.0
19;-145.4;1.875;204.86;3.0
17;28.45;1.872;36.44;1.12
18;-324.96;3.0;123.57;3.0
19;23.52;2.25;163.28;1.49
22;97.24;1.867;97.24;1.06
20;-33.18;2.025;89.09;2.5
20;-219.19;2.22;195.47;3.0
13;41.04;2.017;41.04;1.0
19;-40.34;2.043;119.95;2.17
21;39.9;1.962;50.32;1.42
24;-11.32;1.967;61.48;2.03
23;53.53;1.91;92.0;1.37
18;-28.48;1.918;64.66;2.0
25;84.96;1.842;84.96;1.0
13;20.97;1.808;32.21;1.36
19;190.54;1.821;195.28;1.96
13;21.02;1.8;121.5;1.53
12;21.32;1.756;22.66;1.07
12;-9.07;1.782;17.71;2.17
20;-121.46;1.85;153.66;3.0
20;-216.95;1.911;253.67;3.0
13;39.19;1.875;41.1;1.16
19;67.36;1.838;77.31;1.05
20;391.16;1.805;541.59;1.07
18;58.45;1.848;110.68;2.84
17;24.21;1.829;97.89;1.44
13;24.3;1.8;77.08;1.1
15;322.39;1.788;324.93;1.48
16;-40.11;1.83;66.19;2.93
22;478.7;1.814;604.11;1.43
16;-61.68;1.855;47.32;3.0
21;477.49;1.833;490.25;1.21
17;83.06;1.826;129.11;1.57
19;-163.8;1.862;253.89;3.0
18;58.44;1.836;58.44;1.0
20;18.67;1.824;29.44;1.45
16;-43.91;1.857;77.31;3.0
22;54.06;1.861;90.19;1.97
19;-161.34;1.886;195.85;2.78
22;-24.34;1.879;214.25;1.64
12;34.93;1.869;61.87;1.53
13;29.04;1.865;30.9;1.71
19;93.84;1.844;93.84;1.0
22;593.09;1.826;601.26;1.12
13;105.69;1.807;105.69;1.04
22;-43.98;1.834;76.51;3.0
24;-102.14;1.86;136.06;3.0
22;156.36;1.852;198.17;1.51
21;-102.2;1.877;118.58;3.0
13;43.01;1.862;55.99;1.22
17;42.76;1.845;42.76;1.0
13;15.64;1.838;49.33;1.5
17;-65.57;1.861;38.17;3.0
23;-93.22;1.883;167.83;3.0
23;231.89;1.879;279.53;1.69
23;119.2;1.865;119.2;1.06
15;7.05;1.86;36.22;1.56
23;-51.13;1.857;169.71;1.71
21;145.77;1.844;251.96;1.11
19;268.77;1.829;268.77;1.04
23;-290.77;1.844;708.05;2.68
23;-3.08;1.85;218.19;2.19
16;-399.78;1.869;535.12;3.0
14;301.5;1.855;302.06;1.03
17;250.03;1.841;250.03;1.03
14;16.85;1.831;22.5;1.19
24;333.84;1.849;406.66;3.0
21;140.71;1.836;140.71;1.03
21;-73.89;1.854;62.99;3.0
21;-14.18;1.865;413.73;2.56
14;110.7;1.852;120.76;1.03
23;-112.91;1.869;106.39;3.0
16;146.6;1.856;146.6;1.02
20;39.39;1.846;39.39;1.06
14;-6.15;1.862;95.45;2.95
24;-29.82;1.877;59.2;3.0
23;-30.17;1.892;68.09;3.0
22;166.82;1.884;227.96;1.34
21;-43.37;1.899;85.02;3.0
13;-41.65;1.913;38.97;3.0
21;42.63;1.927;196.36;3.0
14;-56.77;1.94;63.61;3.0
22;95.31;1.928;95.31;1.03
14;19.98;1.918;39.28;1.1
16;-29.97;1.931;36.7;3.0
22;50.1;1.921;57.1;1.1
25;68.72;1.913;73.93;1.25
19;-823.86;1.926;433.04;3.0
20;19.91;1.917;33.13;1.18
18;43.07;1.914;56.36;1.62
22;62.39;1.912;88.62;1.76
19;39.3;1.902;39.3;1.02
14;19.87;1.897;43.88;1.42
18;321.71;1.888;321.71;1.05
14;-1.39;1.886;80.47;1.72
13;-50.11;1.898;23.14;3.0
17;137.29;1.909;299.59;3.0
14;80.52;1.903;80.52;1.32
22;-41.99;1.914;73.1;3.0
16;410.44;1.905;410.44;1.0
24;114.57;1.9;124.66;1.39
24;85.39;1.894;87.1;1.33
21;-46.59;1.905;68.87;3.0
19;-43.42;1.904;135.88;1.82
13;-22.52;1.9;119.88;1.53
18;51.01;1.891;53.42;1.04
25;-184.18;1.902;210.85;3.0
13;-29.44;1.912;39.92;3.0
16;43.83;1.914;61.58;2.12
12;33.88;1.906;43.59;1.04
21;112.16;1.897;112.16;1.0
19;186.28;1.889;186.28;1.0
16;-123.66;1.899;299.56;3.0
25;268.05;1.896;303.26;1.49
16;-279.29;1.902;321.6;2.58
24;80.84;1.894;80.84;1.0
14;1.59;1.902;32.53;2.8
16;-270.6;1.911;43.43;3.0
19;45.37;1.91;60.08;1.81
24;369.57;1.903;379.15;1.02
15;-32.76;1.9;116.33;1.56
22;-220.51;1.909;195.65;3.0
23;102.61;1.902;112.61;1.06
14;-24.93;1.911;16.57;3.0
20;-128.4;1.92;133.58;3.0
15;-36.76;1.929;51.4;3.0
19;-129.81;1.938;136.59;3.0
21;31.65;1.939;65.86;2.08
21;-17.33;1.947;46.92;3.0
23;42.78;1.943;53.74;1.36
25;86.36;1.936;105.09;1.09
23;-493.21;1.945;588.74;3.0
21;31.61;1.945;49.65;1.96
21;-80.66;1.953;70.78;3.0
17;89.92;1.952;164.0;1.84
19;62.31;1.951;83.94;1.77
22;54.42;1.944;54.42;1.0
24;166.77;1.94;193.15;1.38
12;82.92;1.936;88.14;1.46
15;20.56;1.936;41.31;1.82
22;-784.2;1.943;436.88;3.0
12;14.71;1.937;16.84;1.08
22;66.31;1.93;66.31;1.03
16;0.29;1.937;53.35;2.78
14;-8.95;1.936;106.92;1.79
22;-37.86;1.943;244.92;3.0
16;66.66;1.937;67.56;1.03
12;-10.5;1.94;23.78;2.38
12;-18.51;1.947;26.95;3.0
16;-29.13;1.954;297.68;3.0
22;-57.1;1.961;111.87;3.0
20;-46.16;1.968;152.32;3.0
13;24.33;1.966;27.1;1.61
23;42.83;1.959;42.83;1.01
19;5.09;1.966;107.73;3.0
21;-52.4;1.973;177.14;3.0
15;19.15;1.972;47.18;1.93
16;51.47;1.966;51.47;1.0
13;6.22;1.965;20.72;1.76
13;26.85;1.963;45.73;1.56
19;3.65;1.969;103.47;2.86
23;108.33;1.962;108.33;1.03
13;-329.62;1.969;256.23;3.0
18;-0.62;1.973;26.67;2.59
15;-10.61;1.974;71.44;2.25
17;-2.16;1.976;32.19;2.2
18;-17.5;1.982;43.0;3.0
21;184.35;1.976;184.35;1.0
26;-179.76;1.982;175.69;3.0
16;111.67;1.976;111.67;1.04
21;-101.29;1.982;52.63;3.0
16;275.84;1.976;275.84;1.0
21;146.45;1.971;146.45;1.01
26;-9.1;1.977;92.96;3.0
19;51.92;1.971;51.92;1.0
22;31.11;1.968;77.12;1.49
19;175.35;1.963;176.14;1.05
23;-515.1;1.969;250.09;3.0
19;60.71;1.964;61.52;1.05
20;70.12;1.959;70.12;1.0
13;-194.85;1.965;89.53;3.0
20;29.93;1.959;29.93;1.0
22;-57.66;1.965;45.63;3.0
21;139.61;1.96;153.46;1.02
17;11.0;1.964;88.19;2.67
24;187.69;1.959;187.69;1.04
15;77.35;1.955;97.82;1.26
21;9.63;1.955;54.73;2.02
18;127.26;1.956;179.42;2.13
20;72.69;1.951;72.69;1.0
23;100.25;1.946;100.25;1.0
22;-181.04;1.952;91.94;3.0
14;45.57;1.947;45.57;1.05
14;119.79;1.944;136.07;1.37
16;40.18;1.941;43.46;1.28
24;-147.82;1.946;124.5;3.0
13;-38.98;1.952;41.7;3.0
19;112.74;1.953;128.33;2.14
13;-76.06;1.958;40.84;3.0
20;-640.79;1.963;185.54;3.0
20;104.48;1.959;104.48;1.05
13;-62.34;1.964;60.81;3.0
22;569.44;1.961;581.97;1.45
22;36.82;1.957;42.3;1.19
19;426.5;1.955;428.46;1.37
14;-99.68;1.96;55.35;3.0
18;38.83;1.956;38.83;1.14
22;-84.91;1.961;87.73;3.0
20;91.43;1.957;95.04;1.08
14;7.88;1.953;239.49;1.26
22;101.3;1.949;107.33;1.08
16;94.48;1.945;104.88;1.06
21;11.52;1.942;107.2;1.16
19;23.42;1.939;36.89;1.34
24;-95.09;1.944;98.07;3.0
12;100.92;1.939;100.92;1.04
21;-145.73;1.944;81.62;3.0
14;24.46;1.94;26.13;1.05
14;-58.78;1.945;105.07;3.0
21;-33.47;1.95;87.15;2.87
22;89.07;1.945;89.07;1.0
14;-33.73;1.95;24.18;3.0
13;45.23;1.947;48.88;1.26
15;-95.04;1.95;177.77;2.69
22;255.21;1.947;255.21;1.06
15;265.49;1.942;265.49;1.0
16;150.86;1.938;150.86;1.04
17;27.08;1.937;48.1;1.56
25;104.27;1.933;104.27;1.0
15;15.9;1.932;48.09;1.77
16;79.81;1.932;105.74;1.89
14;14.25;1.932;26.54;1.92
22;-68.27;1.936;69.13;3.0
21;97.37;1.932;97.37;1.0
18;87.85;1.928;87.85;1.04
21;318.31;1.933;490.65;3.0
16;-91.3;1.937;44.85;3.0
17;201.25;1.937;372.81;1.79
22;60.87;1.933;61.45;1.07
17;-86.54;1.938;82.37;3.0
17;28.86;1.938;44.02;1.87
16;63.23;1.935;73.95;1.29
20;149.46;1.931;149.46;1.0
13;52.89;1.929;63.54;1.35
15;392.88;1.926;405.95;1.1
24;445.52;1.925;494.73;1.91
14;40.17;1.923;43.94;1.44
19;45.41;1.922;55.88;1.6
17;-28.18;1.925;95.87;2.59
13;7.74;1.923;152.58;1.36
16;-85.71;1.927;34.21;3.0
19;42.22;1.923;42.22;1.0
16;163.77;1.92;165.4;1.05
16;-91.76;1.921;212.04;2.1
23;54.3;1.918;83.82;1.17
12;30.38;1.915;30.38;1.07
22;23.19;1.913;45.85;1.65
25;-115.17;1.918;101.09;3.0
14;211.24;1.914;211.24;1.08
20;20.71;1.914;167.32;1.9
22;-79.62;1.919;67.04;3.0
24;-463.93;1.923;688.77;3.0
24;342.3;1.919;361.71;1.04
12;12.69;1.919;24.18;1.75
23;-106.68;1.923;48.86;3.0
17;-44.32;1.927;139.47;3.0
18;-79.79;1.931;194.15;3.0
19;124.7;1.927;134.88;1.02
24;-85.93;1.931;62.29;3.0
16;114.42;1.928;114.42;1.0
20;222.78;1.925;229.02;1.03
18;-47.46;1.929;63.44;3.0
20;83.79;1.925;84.46;1.05
18;85.89;1.922;87.71;1.11
24;250.37;1.919;250.37;1.0
21;93.19;1.916;93.19;1.03
19;-68.03;1.92;114.8;3.0
20;83.2;1.916;83.2;1.02
13;-75.88;1.92;82.15;3.0
14;87.98;1.92;104.3;1.75
13;31.44;1.916;31.44;1.01
20;-83.89;1.92;102.5;3.0
26;-152.36;1.924;136.44;3.0
25;-125.56;1.928;90.82;3.0
16;3.76;1.929;34.89;2.2
20;-48.13;1.933;67.19;3.0
19;34.42;1.931;61.16;1.48
16;21.09;1.93;38.42;1.48
26;-1056.28;1.933;310.0;3.0
17;103.98;1.93;103.98;1.0
20;280.71;1.927;280.71;1.0
14;26.76;1.924;30.58;1.1
13;63.45;1.922;68.83;1.25
24;186.44;1.919;227.67;1.25
18;36.55;1.916;54.26;1.14
17;47.13;1.913;47.13;1.0
25;231.96;1.91;231.96;1.0
17;-73.28;1.914;158.83;3.0
13;39.95;1.911;39.95;1.0
24;25.22;1.909;78.42;1.38
23;174.12;1.906;175.65;1.05
25;-324.39;1.91;210.65;3.0
14;55.83;1.907;57.78;1.14
21;14.98;1.907;82.01;1.89
24;139.07;1.904;139.07;1.02
20;-38.73;1.908;50.94;3.0
12;-22.82;1.909;37.9;2.32
20;-56.94;1.91;136.27;2.22
26;56.46;1.907;57.38;1.04
13;26.57;1.904;26.57;1.02
14;-48.18;1.908;30.58;3.0
24;65.23;1.905;104.49;1.13
14;-497.98;1.909;419.96;3.0
17;34.65;1.909;47.64;1.94
18;99.67;1.907;129.46;1.39
16;40.55;1.906;71.61;1.48
19;54.33;1.904;57.03;1.28
20;146.0;1.901;148.39;1.04
16;-18.11;1.903;64.11;2.51
23;473.78;1.9;475.16;1.05
21;13.47;1.902;61.14;2.31
21;-296.25;1.905;104.83;3.0
15;34.81;1.902;34.81;1.0
17;175.14;1.899;175.14;1.0
16;-56.54;1.903;82.21;3.0
19;100.03;1.9;100.03;1.05
18;122.27;1.899;129.57;1.43
17;-62.36;1.902;111.94;3.0
16;34.71;1.899;34.71;1.0
20;39.12;1.899;80.62;1.9
15;-58.08;1.903;94.3;3.0
24;-128.58;1.906;67.6;3.0
18;11.21;1.905;54.27;1.72
17;111.24;1.903;111.24;1.04
19;-78.77;1.906;103.47;3.0
13;32.67;1.903;32.67;1.0
21;-19.02;1.907;122.42;3.0
12;24.13;1.904;24.13;1.03
21;7.08;1.903;66.66;1.73
21;-69.47;1.907;63.91;3.0
13;-42.14;1.91;26.27;3.0
22;168.62;1.907;169.4;1.06
15;37.03;1.905;41.98;1.07
20;324.21;1.906;525.16;2.21
22;194.11;1.905;202.87;1.51
15;91.33;1.902;95.65;1.04
18;-2.61;1.902;70.19;2.01
16;14.33;1.903;47.83;2.3
22;-1.89;1.903;171.72;1.81
20;47.51;1.901;47.51;1.0
15;78.57;1.898;86.5;1.15
22;33.86;1.897;35.6;1.26
16;-9.9;1.9;16.53;3.0
19;47.64;1.897;47.64;1.0
21;-168.68;1.9;72.91;3.0
12;-11.54;1.903;21.53;3.0
15;-84.13;1.906;57.86;3.0
18;39.81;1.904;41.54;1.05
12;78.05;1.902;78.05;1.01
15;-84.47;1.905;81.02;3.0
13;100.73;1.902;100.73;1.0
22;45.08;1.904;182.55;2.37
13;-15.47;1.907;13.03;3.0
12;64.73;1.904;64.73;1.01
24;87.93;1.907;243.01;3.0
13;-3.99;1.908;58.66;2.28
22;157.52;1.906;157.52;1.0
21;-152.01;1.909;179.01;3.0
13;218.71;1.906;218.71;1.0
15;-87.27;1.909;67.2;3.0
17;321.07;1.907;323.55;1.03
18;-35.55;1.91;46.05;3.0
23;194.81;1.907;195.76;1.04
16;26.07;1.905;32.1;1.24
22;29.06;1.904;48.36;1.49
13;-32.72;1.907;90.52;3.0
16;209.39;1.906;216.79;1.38
15;43.87;1.904;43.87;1.05
15;241.4;1.902;242.21;1.06
22;44.86;1.902;77.34;1.9
12;-63.53;1.904;64.08;3.0
15;46.9;1.902;46.9;1.02
25;44.56;1.901;140.53;1.51
14;18.38;1.899;24.77;1.07
21;-2.59;1.901;34.46;2.51
12;11.95;1.899;116.99;1.16
21;56.43;1.899;93.58;1.85
24;8.46;1.899;281.47;1.98
18;-26.74;1.902;114.35;3.0
21;57.55;1.901;372.16;1.51
21;48.85;1.898;48.85;1.03
19;4.51;1.9;44.12;2.36
20;-66.69;1.903;97.25;3.0
19;-10.45;1.905;45.53;3.0
24;-83.78;1.908;262.84;3.0
17;12.9;1.909;43.15;2.06
15;23.31;1.907;25.26;1.08
